G,SR,I,SC,num_replicas,PEC_consultas_media,PEC_consultas_desv,PEC_consultas_ic_inf,PEC_consultas_ic_sup,PEC_partos_nat_media,PEC_partos_nat_desv,PEC_partos_nat_ic_inf,PEC_partos_nat_ic_sup,PEC_partos_ces_media,PEC_partos_ces_desv,PEC_partos_ces_ic_inf,PEC_partos_ces_ic_sup,PEC_general_media,PEC_general_desv,PEC_general_ic_inf,PEC_general_ic_sup,UT_med_media,UT_med_desv,UT_med_ic_inf,UT_med_ic_sup,UT_Q_media,UT_Q_desv,UT_Q_ic_inf,UT_Q_ic_sup,PTOSR_promedio_media,PTOSR_promedio_desv,PTOSR_promedio_ic_inf,PTOSR_promedio_ic_sup,PPDSR_media,PPDSR_desv,PPDSR_ic_inf,PPDSR_ic_sup,PPDINC_media,PPDINC_desv,PPDINC_ic_inf,PPDINC_ic_sup,CTM_media,CTM_desv,CTM_ic_inf,CTM_ic_sup,CII_media,CII_desv,CII_ic_inf,CII_ic_sup
2,15,20,4,5,1.397523433055779,0.024282806819512445,1.3673723460526537,1.4276745200589045,19.450697208567515,0.2744302321197365,19.109947069325735,19.791447347809296,35.15892074389743,0.4291119307608765,34.62610790827195,35.69173357952292,8.773382825095632,0.07473229445859919,8.680590425563228,8.866175224628037,23.77800235732581,0.15101811082430228,23.590488606038527,23.965516108613095,30.69300190629688,0.26224772008179914,30.367378353660293,31.01862545893347,6.419982591486725,0.009624168388328488,6.408032608086287,6.4319325748871625,5.457030233242348,0.1601857163395796,5.258133396237011,5.655927070247684,0.0,0.0,0.0,0.0,5653662856.094373,39068602.13526029,5605152779.362873,5702172932.825872,6000000.0,0.0,6000000.0,6000000.0
2,24,10,4,5,1.4041961044166433,0.025226091472351928,1.3728737748200288,1.4355184340132578,19.516297106751814,0.17378622427124432,19.300513008690444,19.732081204813184,35.749066877567074,0.9128779655513896,34.61557917298842,36.88255458214573,8.948436188208161,0.13169805119694863,8.784911459403313,9.11196091701301,23.81469595734232,0.17704945469255198,23.594860023548968,24.03453189113567,30.847991767682355,0.2054392145094836,30.59290529120667,31.10307824415804,4.199753551998148,0.0006104284287436965,4.198995604994697,4.200511499001599,0.04114125908106388,0.029505195898976183,0.004505719573355736,0.07777679858877201,0.12566655026553422,0.09282268805384007,0.01041196029258215,0.2409211402384863,5812108356.678537,37265547.16705148,5765837068.387845,5858379644.96923,0.0,0.0,0.0,0.0
2,24,15,4,5,1.4351289059940955,0.023623687963898573,1.405796223144523,1.464461588843668,19.61283967029984,0.2772812320259378,19.26854954711565,19.957129793484032,35.51272379673904,0.6595273436810118,34.693812438259364,36.33163515521871,8.94431866338361,0.15103664066999964,8.756781904254034,9.131855422513187,23.83346905397939,0.11338461273456463,23.692683462396605,23.974254645562173,30.860826573988827,0.23612086233025845,30.56764380000852,31.154009347969136,4.1991353581006345,0.00016902401204334677,4.198925487070048,4.199345229131221,0.05152874586579487,0.00846817850585873,0.04101411348470712,0.062043378246882615,0.0,0.0,0.0,0.0,5811399879.697433,39679702.33543913,5762131021.848077,5860668737.54679,0.0,0.0,0.0,0.0
2,24,20,4,5,1.3750102229671108,0.020127406530189466,1.3500187469013631,1.4000016990328585,19.090439375967208,0.29996924955884924,18.717978358221785,19.46290039371263,35.43980223815238,0.5344279284637967,34.776222319744264,36.1033821565605,8.79723751162928,0.12625035529990208,8.640476990692958,8.953998032565602,23.733711622144522,0.24689059897706855,23.427156453899734,24.04026679038931,30.752833219989363,0.38664033517891755,30.272755835544263,31.232910604434462,4.198919803163487,0.00046937593789802407,4.198336995959775,4.199502610367198,0.05691859180789925,0.013374973772217951,0.0403113683980166,0.0735258152177819,0.0,0.0,0.0,0.0,5788344468.180079,66675836.195622794,5705555482.825843,5871133453.534316,6000000.0,0.0,6000000.0,6000000.0
2,30,10,4,5,1.4049739820065965,0.029687008477861255,1.3681126923652662,1.4418352716479268,19.578454927057738,0.22385332173618544,19.30050431657959,19.856405537535885,36.014797684178305,1.0791719325582834,34.674828747648704,37.354766620707906,8.995419123028046,0.1545707428914557,8.803494196404115,9.187344049651978,23.821753598183474,0.14501272691133285,23.641696515896317,24.00181068047063,30.872764074390922,0.21539740575551028,30.605312870357817,31.140215278424026,3.3609334106578217,2.266599938922005e-05,3.360905267102397,3.3609615542132465,0.0007394808844191378,0.0016535295256228572,-0.0013136471975137164,0.0027926089663519917,0.12613339041586458,0.06165984433974889,0.049572581564350085,0.20269419926737908,5813604846.7349825,39029007.28494056,5765143933.503639,5862065759.966326,42000000.0,0.0,42000000.0,42000000.0
2,30,15,4,5,1.4066578098548264,0.05054711814853405,1.3438952730368394,1.4694203466728133,19.530384415904486,0.6276020591453716,18.751113533865126,20.309655297943845,35.106516313759776,0.826816368545614,34.07988819581111,36.133144431708445,8.848401075254918,0.2517323037068034,8.535834136557284,9.160968013952552,23.932926286110547,0.18692207027463997,23.70083188098081,24.165020691240283,30.975739934684036,0.193148661608472,30.735914195263554,31.215565674104518,3.3609061719096984,0.00010280623055638371,3.3607785211144257,3.361033822704971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834999306.982322,35284264.3579705,5791188106.225925,5878810507.738718,42000000.0,0.0,42000000.0,42000000.0
2,30,20,4,5,1.4063172918827542,0.0269645107551282,1.3728364296489333,1.4397981541165752,19.731770465649877,0.11393746988276826,19.590298411250018,19.873242520049736,35.12859358416895,0.3515281016749978,34.692113795962186,35.56507337237571,8.868190515217941,0.07611255478287429,8.773684296132734,8.96269673430315,23.83819706903041,0.10067501657180292,23.713192525434636,23.963201612626186,30.838838367914413,0.16247007497460395,30.63710512503298,31.040571610795844,3.360935129638637,6.820727683817457e-05,3.360850439118572,3.3610198201587025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5812954044.455972,27563171.743114315,5778729846.426239,5847178242.485704,48000000.0,0.0,48000000.0,48000000.0
2,15,10,5,5,1.4230139273316524,0.025185894243262008,1.3917415091872265,1.4542863454760784,19.552084832322954,0.290239523395586,19.191704865266836,19.912464799379073,35.59424344490669,0.6174083367257714,34.82762974100343,36.36085714880995,8.907724970458945,0.14292732801263064,8.7302572529062,9.08519268801169,23.894364655163407,0.2508874757545365,23.58284670891878,24.205882601408035,30.91280425714719,0.3563252867970635,30.470367976881644,31.355240537412737,6.4108996171078445,0.016663968634351288,6.390208567187374,6.431590667028315,5.517476973370129,0.22111738803512895,5.242923473270057,5.7920304734702,0.13389466740926453,0.08207210372849502,0.03198869095274716,0.23580064386578192,5688550497.415832,57594469.81762207,5617037517.747657,5760063477.084006,0.0,0.0,0.0,0.0
2,15,15,5,5,1.4145589253130653,0.0191151009136765,1.3908243926865211,1.4382934579396094,19.66878520859127,0.4990319497595924,19.049155202621353,20.288415214561187,35.15572534766456,1.1875479108720817,33.681189860592596,36.63026083473652,8.843780957896973,0.24154287391114007,8.54386586733884,9.143696048455107,23.776820562375086,0.2561744654028739,23.458737951425242,24.09490317332493,30.714076814923335,0.38445641420752885,30.236711126523332,31.191442503323337,6.414893074367472,0.012261627508030174,6.399668252931367,6.430117895803578,5.375063982624974,0.21005385531920373,5.114247672791216,5.635880292458732,0.0,0.0,0.0,0.0,5658714723.674008,64052542.35480385,5579182987.838627,5738246459.50939,0.0,0.0,0.0,0.0
2,15,20,5,5,1.4154928310837245,0.032070643806048786,1.375671867270537,1.455313794896912,19.409339390595658,0.4310284496858497,18.874146882419154,19.944531898772162,35.07251846742786,1.0975404005799825,33.70974206545356,36.43529486940216,8.842864348327392,0.23736042739963545,8.548142451027006,9.137586245627778,23.76534495328213,0.14068930049390008,23.590656113926386,23.940033792637877,30.793140669525695,0.2421972882198435,30.492413016280533,31.093868322770856,6.411697378190702,0.01593301759699199,6.3919139238577705,6.431480832523634,5.536159357805727,0.3530312642629514,5.0978131467300605,5.974505568881393,0.0,0.0,0.0,0.0,5674135105.886168,36700832.2170484,5628565003.818142,5719705207.954193,6000000.0,0.0,6000000.0,6000000.0
2,24,10,5,5,1.4098187640581452,0.022535483307639607,1.3818372657529272,1.4378002623633632,19.334751536075267,0.384158748267734,18.857755448756198,19.811747623394336,34.896929050071755,1.0102583420665259,33.642527637842726,36.151330462300784,8.786726658398234,0.200579179693082,8.53767471218409,9.035778604612377,23.802903120639975,0.14233064519406866,23.626176282661387,23.979629958618563,30.803201509320218,0.1902362957191245,30.566991949774135,31.0394110688663,4.199031982365259,0.0006876461024148558,4.198178156956385,4.199885807774133,0.06426816960721855,0.03201856290338748,0.02451187277585965,0.10402446643857746,0.15093806420617745,0.12012653252495292,0.0017812735408896108,0.30009485487146526,5797270550.626379,35281940.89340684,5753462234.832282,5841078866.420476,0.0,0.0,0.0,0.0
2,24,15,5,5,1.4180854791872284,0.03164889573545185,1.378788184769613,1.4573827736048437,19.623295068274523,0.39285401906723977,19.135502376249075,20.11108776029997,35.5291486954727,1.0924173970497928,34.172733342544504,36.885564048400894,8.928498348805082,0.20511468365092797,8.67381483061277,9.183181866997394,23.85084018314155,0.2561618440443801,23.532773243678154,24.168907122604946,30.90744954601949,0.496153810543228,30.29139322189635,31.52350587014263,4.1988252221461675,0.00033067050626014674,4.198414640483277,4.199235803809058,0.07066139247554687,0.02271131662136965,0.04246156827498537,0.09886121667610837,0.0,0.0,0.0,0.0,5822903123.074391,79137898.95680062,5724640443.046245,5921165803.102538,0.0,0.0,0.0,0.0
2,24,20,5,5,1.4115352594151642,0.02960531115482526,1.3747754103985974,1.448295108431731,19.327507733705755,0.32239722143171123,18.92719871073307,19.72781675667844,35.43238387582638,0.7594980048602497,34.48934254648382,36.375425205168945,8.850311414425718,0.15132264689451858,8.662419531663893,9.038203297187543,23.718416270783134,0.19590161932171285,23.475172282881545,23.961660258684724,30.686645125278925,0.26152293503096796,30.361921512146388,31.011368738411463,4.1996256039564175,0.0003164506702392795,4.199232678551974,4.200018529360861,0.04201196228582212,0.010390198322471646,0.02911082709461191,0.05491309747703234,0.0,0.0,0.0,0.0,5781070980.793526,43954129.822721556,5726494720.220278,5835647241.366774,6000000.0,0.0,6000000.0,6000000.0
2,30,10,5,5,1.3884144865310035,0.029279904849442175,1.3520586828086194,1.4247702902533876,19.768544477724255,0.31030436822223173,19.383250715217343,20.153838240231167,35.48504607944601,0.3751736132249079,35.01920651082862,35.9508856480634,8.937234641338454,0.0958523981796841,8.818218169377248,9.05625111329966,23.81142942510585,0.21178298194725878,23.5484661209897,24.074392729221998,30.874512801690923,0.30552442747752145,30.495154119520265,31.25387148386158,3.360856483900767,0.00026959257317764047,3.360521740508469,3.361191227293065,0.0,0.0,0.0,0.0,0.1755934262991738,0.09656254615796549,0.055695189159938624,0.29549166343840894,5806324544.504083,51981852.78135411,5741780549.345547,5870868539.662619,42000000.0,0.0,42000000.0,42000000.0
2,30,15,5,5,1.4350900956970314,0.014583232727823943,1.4169826206414655,1.4531975707525973,19.39833170171114,0.34208381638786595,18.973578542534177,19.823084860888102,35.36796373054606,1.15290271233291,33.93644593921081,36.799481521881305,8.878023793604445,0.21571672488707752,8.610176102501734,9.145871484707156,23.75945040673377,0.2559364166889819,23.441663372301782,24.077237441165757,30.76840331357381,0.4057255130146072,30.264628550910817,31.272178076236802,3.3609393919750246,4.443449148370905e-05,3.3608842192666706,3.3609945646833785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5792758949.446441,70797821.78865875,5704851842.980217,5880666055.912664,42000000.0,0.0,42000000.0,42000000.0
